rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
53,Why do I always get stuck in the middle of these long cases?,2.0,0.5773502691896257,3,1,1,1
54,What? You never heard of file sharing?,2.0,0.408248290463863,4,1,2,1
55,Should we really be calling this a 'brief'case?,2.0,0.4472135954999579,5,2,1,2
56,Not every case can be brief,2.0,0.408248290463863,4,1,2,1
57,What if only one of us gets the job,2.0,0.3162277660168379,5,1,3,1
58,I told you it wouldn't stop at carpooling...,2.0,0.408248290463863,4,1,2,1
59,Work hard and one day I guarantee you the center position.,2.0,0.5773502691896257,4,2,0,2
60,"How do you screw up ""three briefcases stuffed with cash?""",2.0,0.408248290463863,4,1,2,1
61,"Now remember, when we get in there, we talk with one voice.",2.0,0.2886751345948128,4,0,4,0
62,You see her weird purse?,2.0,0.408248290463863,4,1,2,1
63,"Actually, the deal died days ago....we're the pallbearers.",2.0,0.408248290463863,4,1,2,1
64,It comes in handy when 48-inch subs go on sale.,2.0,0.5773502691896257,4,2,0,2
65,Welcome to the Bobsled account.,2.0,0.408248290463863,4,1,2,1
66,It's the biggest case I've handled.,2.0,0.5773502691896257,4,2,0,2
67,You're definitely on the wrong side of this case.,2.0,0.408248290463863,4,1,2,1
68,"If you get tired, we can change sides.",2.0,0.5773502691896257,4,2,0,2
69,Remember when bassoonists carried their own instruments?,2.0,0.2886751345948128,4,0,4,0
70,"You know, I could just let go.",2.0,0.5773502691896257,4,2,0,2
71,You think anyone noticed the huge luggage so far.,2.0,0.5773502691896257,3,1,1,1
72,It's the terms AND the conditions,2.0,0.408248290463863,4,1,2,1
73,Judge wants to move this case along.,2.0,0.5773502691896257,4,2,0,2
74,Ever thought of getting your own briefcase?.,2.0,0.408248290463863,4,1,2,1
75,This is a big case; don't be on the wrong side,2.0,0.5773502691896257,3,1,1,1
76,This is the worst case scenario.,2.0,0.408248290463863,3,0,3,0
77,You know... you're not indispensable.,2.0,0.408248290463863,4,1,2,1
78,I told you we can handle this case.,2.0,0.5773502691896257,3,1,1,1
79,"Because CPA's don't have roadies, thats why",2.0,0.408248290463863,4,1,2,1
80,It took me years to move up to middle management.,2.0,0.7071067811865476,2,0,2,0
81,"Don't worry, our presentation is too big to fail.",2.0,0.408248290463863,4,1,2,1
82,I honestly thought that 'consolidating our workforce' meant getting laid off.,2.0,0.408248290463863,4,1,2,1
83,Did you see that look on her face after I told her we work for ACME sex toys?,2.0,0.408248290463863,4,1,2,1
84,Act normal.,2.0,0.4472135954999579,5,2,1,2
85,The long form takes seven handlers.,2.0,0.5773502691896257,3,1,1,1
86,I use to lose my briefcase all the time until I hired you guys.,2.0,0.5773502691896257,4,2,0,2
87,I don't know. I'm just the middle man.,2.0,0.408248290463863,4,1,2,1
88,I wish you two would get off my case.,2.0,0.4472135954999579,5,2,1,2
89,I've been having a hard time managing my caseload lately.,2.0,0.5773502691896257,4,2,0,2
90,I really think Arthur Miller would appreciate our adaptation.,2.0,0.408248290463863,4,1,2,1
91,No one needs to know the President is travelling to Lanikai Beach again.,2.0,0.5773502691896257,3,1,1,1
92,Tell him these nuclear codes are getting ridiculous.,2.0,0.5773502691896257,3,1,1,1
93,Must you always speak in the third person?,2.0,0.5773502691896257,3,1,1,1
94,"The boss will be impressed with our new meaning of ""teamwork"".",2.0,0.408248290463863,4,1,2,1
95,Trust me - this is how we landed the Costco account.,2.0,0.408248290463863,4,1,2,1
96,It's good to see that they aren't trying to cut the middleman out of every transaction.,2.0,0.5773502691896257,3,1,1,1
97,"You know, I think I'm getting a handle on middle management.",2.0,0.3162277660168379,5,1,3,1
98,Looks like we all have a good handle on the case.,2.0,0.408248290463863,4,1,2,1
99,A briefcase on wheels? That would look weird.,2.0,0.5773502691896257,3,1,1,1
100,it's nice that we all work on the same floor.,2.0,0.2886751345948128,4,0,4,0
101,How long do you think we have before they notice our boss is missing?,2.0,0.408248290463863,4,1,2,1
102,"When we get to the airport, let me do the talking.",2.0,0.408248290463863,4,1,2,1
103,It's a Mormon divorce.,2.0,0.5773502691896257,4,2,0,2
104,"The boss got this ""team"" idea while attending a funeral.",2.0,0.408248290463863,4,1,2,1
105,We're prepared for a lengthy trial.,2.0,0.4472135954999579,5,2,1,2
106,This is the longest case we've ever worked on.,2.0,0.408248290463863,4,1,2,1
107,First time with a big case?,2.0,0.408248290463863,4,1,2,1
108,"Sorry, we opted for the long form.",2.0,0.408248290463863,4,1,2,1
109,You don't seem to be on our side.,2.0,0.2886751345948128,4,0,4,0
110,"This presentation is dead, and we're the pallbearers.",1.8,0.4898979485566356,5,3,0,2
111,"If we can just get past the xylophone detector, we'll be home free.",1.8,0.3741657386773941,5,2,2,1
112,I'm middle management.,1.8,0.3741657386773941,5,2,2,1
113,I just want him to know the report is from all of us.,1.8,0.4898979485566356,5,3,0,2
114,What did she mean that was a weird massage?,1.8,0.4898979485566356,5,3,0,2
115,"At the end of the day, you are either on our side or you're not.",1.8,0.4898979485566356,5,3,0,2
116,It's a lengthy brief.,1.8,0.2236067977499789,5,1,4,0
117,I hope this doesn't mean I get the middle seat.,1.8,0.3741657386773941,5,2,2,1
118,"""If the case is brief, there's no relief."" Johnny Cochran taught me that.",1.8,0.4898979485566356,5,3,0,2
119,"Yep, I'm the middle man.",1.8,0.3741657386773941,5,2,2,1
120,This is the company solution to force us to share a taxi.,1.8,0.3741657386773941,5,2,2,1
121,This is working out way better than the bicycle.,1.8,0.3741657386773941,5,2,2,1
122,Remember the good old days when the Gun would fit in A violin case,1.8,0.3741657386773941,5,2,2,1
123,These pallbearer conventions are the worst.,1.8,0.3741657386773941,5,2,2,1
124,"Louie, you did bring the shells-- right?",1.8,0.4898979485566356,5,3,0,2
125,Should we share a cab?,1.8,0.2236067977499789,5,1,4,0
126,"Will you please stop humming ""We Shall Overcome""",1.8,0.4898979485566356,5,3,0,2
127,We don't call it a threesome in front of clients.,1.8,0.3741657386773941,5,2,2,1
128,"Next time, let's set the paper size to ""Letter"".",1.8,0.3741657386773941,5,2,2,1
129,"So, for lunch—the five-foot hoagie, and we’ll sit on the sofa?",1.8,0.3741657386773941,5,2,2,1
130,I can't wait to meet our wife.,1.8,0.3741657386773941,5,2,2,1
131,Democrat?,1.8,0.4898979485566356,5,3,0,2
132,I thought you said you were left handed.,1.8,0.4898979485566356,5,3,0,2
133,I can tell you’re not really lifting.,1.8,0.3741657386773941,5,2,2,1
134,I'm rethinking the carpool.,1.75,0.2886751345948128,4,1,3,0
135,I told the judge it would be a long case.,1.75,0.2886751345948128,4,1,3,0
136,It was your idea to file the long form.,1.75,0.478713553878169,4,2,1,1
137,It's the corporate ladder.,1.75,0.478713553878169,4,2,1,1
138,This is NOT too heavy to be a massage table.,1.75,0.478713553878169,4,2,1,1
139,You're a righty?!,1.75,0.478713553878169,4,2,1,1
140,What does management not understand about 'brief'?,1.75,0.2886751345948128,4,1,3,0
141,The auditor wants to see my long form.,1.75,0.2886751345948128,4,1,3,0
142,This is where it always gets awkward.,1.75,0.478713553878169,4,2,1,1
143,Nothing brief about this case.,1.75,0.478713553878169,4,2,1,1
144,In my previous briefcase pool the other guys never pulled their weight.,1.75,0.478713553878169,4,2,1,1
145,"Congrats, guys. We are now too big to fail.",1.75,0.2886751345948128,4,1,3,0
146,"""Long arm of the law"" my foot!",1.75,0.478713553878169,4,2,1,1
147,You can tell a lot about a person by the questions they don't ask.,1.75,0.478713553878169,4,2,1,1
148,This is the biggest case in our firm's history.,1.75,0.2886751345948128,4,1,3,0
149,I hate group projects.,1.75,0.478713553878169,4,2,1,1
150,Job sharing sounded more glamorous in the interview.,1.75,0.478713553878169,4,2,1,1
151,"We're big on teamwork here, wait til you see the bathroom",1.75,0.478713553878169,4,2,1,1
152,I remember when bribes fit in a normal briefcase.,1.75,0.478713553878169,4,2,1,1
153,Bloody team-building exercises.,1.75,0.478713553878169,4,2,1,1
154,It's a bargain compared to the briefcase for two.,1.75,0.478713553878169,4,2,1,1
155,"When we go through security, I'll do the talking.",1.75,0.478713553878169,4,2,1,1
156,"An MBA is useful, but rowing team experience is essential.",1.75,0.478713553878169,4,2,1,1
157,"The judge is right, you've got to shorten the length of your briefs",1.75,0.2886751345948128,4,1,3,0
158,"Thanks for the help, it's a really big case.",1.75,0.478713553878169,4,2,1,1
159,Got enough air in there?,1.75,0.478713553878169,4,2,1,1
160,We are working the same case.,1.75,0.478713553878169,4,2,1,1
161,Because nobody wants to be left holding it.,1.75,0.478713553878169,4,2,1,1
162,"Cut it out, Johnson. Brakemen don't steer.",1.75,0.2886751345948128,4,1,3,0
163,"Geez, Talk About a Merger...",1.75,0.478713553878169,4,2,1,1
164,"This meeting should put an end to the ""Where's Hoffa?"" question.",1.75,0.478713553878169,4,2,1,1
165,What can I say? This 'sharing economy' thing has really taken off.,1.75,0.478713553878169,4,2,1,1
166,How much more can we merge?,1.75,0.478713553878169,4,2,1,1
167,"At first I was skeptical, but I'm starting to really like briefcase pooling with you guys..",1.75,0.478713553878169,4,2,1,1
168,You guys aren't planing to eliminate the middleman are you?,1.75,0.478713553878169,4,2,1,1
169,One more mistake and you're off the case.,1.75,0.478713553878169,4,2,1,1
170,"I know, right? It's a new OSHA reg when moving a tripod.",1.75,0.478713553878169,4,2,1,1
171,At least we can take the HOV elevator now.,1.75,0.478713553878169,4,2,1,1
172,"In retrospect, I don't think I fully understood what ""making partner"" entailed.",1.75,0.478713553878169,4,2,1,1
173,I hear they want hire one person to replace us.,1.75,0.478713553878169,4,2,1,1
174,Make no small plans.,1.75,0.478713553878169,4,2,1,1
175,"If anyone asks, just say it's a long story.",1.75,0.478713553878169,4,2,1,1
176,But we just went to the bathroom.,1.75,0.478713553878169,4,2,1,1
177,It's a big case.,1.75,0.2886751345948128,4,1,3,0
178,"At our next meeting, I get to be coxswain.",1.75,0.478713553878169,4,2,1,1
179,Next week we go after Yanni's keyboard.,1.75,0.478713553878169,4,2,1,1
180,Remember: Let's be brief.,1.75,0.478713553878169,4,2,1,1
181,"Somehow, I never envisioned myself as part of a lawyer three pack from Costco.",1.75,0.478713553878169,4,2,1,1
182,"First, they made us share an office. Later, they made us share a cubicle. Now, this is just RIDICULOUS!",1.75,0.478713553878169,4,2,1,1
183,Work hard and one day you'll get to the middle.,1.75,0.2886751345948128,4,1,3,0
184,They're taking this merger much too seriously if you ask me.,1.75,0.478713553878169,4,2,1,1
185,"You're right-handed, kid. No way you could ever be #2.",1.75,0.478713553878169,4,2,1,1
186,Wanna bet they try to cut out the middleman?,1.75,0.478713553878169,4,2,1,1
187,Mergers...,1.75,0.478713553878169,4,2,1,1
188,Personally I don't see any redundancies here do you?,1.75,0.478713553878169,4,2,1,1
189,Small price to pay for the iPhone 14.,1.75,0.478713553878169,4,2,1,1
190,Your first time filing a 1040 long form?,1.75,0.478713553878169,4,2,1,1
191,You're just not middle management material.,1.75,0.2886751345948128,4,1,3,0
192,So... how long have you played team billiards?,1.75,0.478713553878169,4,2,1,1
193,Job sharing is a joke.,1.75,0.478713553878169,4,2,1,1
194,"Keep working hard, Jacobs, and someday you'll move up to second handle.",1.75,0.478713553878169,4,2,1,1
195,"Sorry, but Charlie and I don't need to go to the bathroom right now.",1.75,0.2886751345948128,4,1,3,0
196,I used to think we were gong paperless.,1.75,0.478713553878169,4,2,1,1
197,We want an element of surprise with a bit of fear,1.75,0.478713553878169,4,2,1,1
198,I told you - keep in brief and to the point - but noooo.,1.75,0.478713553878169,4,2,1,1
199,What do you want to bet its not the bonuses?,1.75,0.478713553878169,4,2,1,1
200,"Not much....my lunch, some paperwork, a shovel... why do you ask ?",1.75,0.478713553878169,4,2,1,1
201,Not sure briefcase-pooling is going to catch on.,1.75,0.478713553878169,4,2,1,1
202,How many lawyers does it take to file a brief?,1.75,0.2886751345948128,4,1,3,0
203,The nuclear codes were a lot shorter before common core math.,1.75,0.478713553878169,4,2,1,1
204,"'Buy three suits, get a briefcase' sounded good at the store.",1.75,0.478713553878169,4,2,1,1
205,They ain't gonna miss him for a couple of hours so as long as we don't do something stupid to bring attention to ourselves.,1.75,0.2886751345948128,4,1,3,0
206,"Play your cards right, you'll be standing on this side in two, three weeks.",1.75,0.2886751345948128,4,1,3,0
207,Just hold your end up and we'll do fine.,1.75,0.478713553878169,4,2,1,1
208,Like they've never seen a briefcase before!,1.75,0.478713553878169,4,2,1,1
209,This your first really big case?,1.75,0.478713553878169,4,2,1,1
210,Do you know how long it took me to get to the middle?,1.75,0.2886751345948128,4,1,3,0
211,I'd like to go back to just carpooling.,1.75,0.478713553878169,4,2,1,1
212,The key to a successful robbery is to act normal.,1.75,0.478713553878169,4,2,1,1
213,You need to carry your weight.,1.75,0.2886751345948128,4,1,3,0
214,Sorry you have to deal with my baggage.,1.75,0.2886751345948128,4,1,3,0
215,I don't think this is how file sharing works.,1.75,0.2886751345948128,4,1,3,0
216,"You guys know this is MY saxophone, right?",1.75,0.478713553878169,4,2,1,1
217,"Makes them feel better about our $2,000 per hour consulting fee.",1.75,0.2886751345948128,4,1,3,0
218,Our coffee mug has three handles too.,1.75,0.478713553878169,4,2,1,1
219,We all share the same baggage,1.75,0.478713553878169,4,2,1,1
220,Why do we need a xylophone for the business meeting again?,1.75,0.478713553878169,4,2,1,1
221,Why does he always get to be up front?,1.75,0.478713553878169,4,2,1,1
222,I'm not totally sure this is reducing our carbon footprint.,1.75,0.478713553878169,4,2,1,1
223,These mergers are so awkward!,1.75,0.2886751345948128,4,1,3,0
224,What do you think about this new IRS Long Form?,1.75,0.478713553878169,4,2,1,1
225,"Ironically, I stopped carpooling.",1.75,0.478713553878169,4,2,1,1
226,"Next time, we buy one with wheels.",1.75,0.478713553878169,4,2,1,1
227,This has to be the only opera with three offstage bassoons.,1.75,0.2886751345948128,4,1,3,0
228,Just try to act like this is completely normal.,1.75,0.478713553878169,4,2,1,1
229,Accessorizing with synergy suits you.,1.75,0.478713553878169,4,2,1,1
230,Look. We're paid to stretch things out.,1.75,0.478713553878169,4,2,1,1
231,It was a brief life.,1.75,0.478713553878169,4,2,1,1
232,"Yes, I realize I should have checked the paper settings on the printer.",1.75,0.478713553878169,4,2,1,1
233,"You're right, the elevator is faster.",1.75,0.2886751345948128,4,1,3,0
234,Do you remember the procedure for when I need to switch hands?,1.75,0.478713553878169,4,2,1,1
235,We really need to get in the same carpool.,1.75,0.2886751345948128,4,1,3,0
236,"Well, it's certainly not a brief case...",1.75,0.478713553878169,4,2,1,1
237,It gets us in the cafeteria HOV line.,1.75,0.478713553878169,4,2,1,1
238,"We're drifting right again. Smedley's not much of a team player, is he?",1.75,0.478713553878169,4,2,1,1
239,Are you ready for the shareholders meeting?,1.75,0.478713553878169,4,2,1,1
240,It's Trump's briefs.,1.75,0.2886751345948128,4,1,3,0
241,I think we all have a handle on this now.,1.75,0.478713553878169,4,2,1,1
242,I'm guessing you're right handed.,1.75,0.478713553878169,4,2,1,1
243,Are we all on the same page?,1.75,0.478713553878169,4,2,1,1
244,Have you ever been to a mortician's board meeting?,1.75,0.478713553878169,4,2,1,1
245,"That's just the way it is, least seniority gets the back handle.",1.75,0.2886751345948128,4,1,3,0
246,"Bathroom,anyone?",1.75,0.478713553878169,4,2,1,1
247,On this case you're co-co-counsel.,1.75,0.478713553878169,4,2,1,1
248,I put in two years with the third handle.,1.75,0.2886751345948128,4,1,3,0
249,"Just remember, small hands big briefcase.",1.75,0.478713553878169,4,2,1,1
250,"So my daughter tells me we should be worried about this thing called ""the cloud"".",1.75,0.478713553878169,4,2,1,1
251,I love the new suitcase pool.,1.75,0.478713553878169,4,2,1,1
252,"Yes, the case has been extended.",1.75,0.478713553878169,4,2,1,1
253,"Well, you're taking the middle seat in the plane.",1.75,0.2886751345948128,4,1,3,0
254,Are we all going to the same meeting?,1.75,0.2886751345948128,4,1,3,0
255,We also have to screw in a light bulb today.,1.75,0.478713553878169,4,2,1,1
256,Twenty-five years to settle the Fender estate.,1.75,0.478713553878169,4,2,1,1
257,Pool cues. What's your line?,1.75,0.478713553878169,4,2,1,1
258,People will talk about this merger for decades.,1.75,0.478713553878169,4,2,1,1
259,I don't really feel that I'm pulling my weight.,1.75,0.478713553878169,4,2,1,1
260,"Now, you're sure they insisted on the long-form contract?",1.75,0.2886751345948128,4,1,3,0
261,We need a smaller briefcase.,1.75,0.478713553878169,4,2,1,1
262,Middle management is harder than it looks.,1.75,0.478713553878169,4,2,1,1
263,"Yes, Jeff, I get it -- you're a manager. But you're not a *middle* manager.",1.75,0.478713553878169,4,2,1,1
264,We have long legal briefs.,1.75,0.478713553878169,4,2,1,1
265,They're the XL files.,1.75,0.478713553878169,4,2,1,1
266,"I wouldn't really say this case is brief, exactly.",1.75,0.478713553878169,4,2,1,1
267,"Then I'll say, 'Your honor, this case is not brief.'",1.75,0.478713553878169,4,2,1,1
268,It was a very long brief,1.75,0.478713553878169,4,2,1,1
269,Who suggested we have a giant hoagie for lunch?,1.75,0.2886751345948128,4,1,3,0
270,They will agree to settle before we even open it.,1.75,0.2886751345948128,4,1,3,0
271,And that's how I made it to middle management.,1.75,0.2886751345948128,4,1,3,0
272,"He fudges the numbers, I display confusing graphics, you close the deal.",1.75,0.478713553878169,4,2,1,1
273,I don’t care if you have a blister. Get over here. We look stupid.,1.75,0.478713553878169,4,2,1,1
274,"Gosh, Mark Cuban is an a$$hole.",1.75,0.478713553878169,4,2,1,1
275,"By the way, Collins- welcome to the firm of Collins, Collins, and Collins.",1.75,0.478713553878169,4,2,1,1
276,You sure you saw this in GQ?,1.75,0.478713553878169,4,2,1,1
277,"Just walk in backwards. It's easier, believe me.",1.75,0.478713553878169,4,2,1,1
278,Who knew file sharing could be this much fun?,1.75,0.478713553878169,4,2,1,1
279,"I know you've got your eye on my job, Ted.",1.75,0.478713553878169,4,2,1,1
280,Do you think they suspect we're cutting out early to go surfing?,1.75,0.478713553878169,4,2,1,1
281,I was just made partner.,1.75,0.478713553878169,4,2,1,1
282,"So apparently we all ""work well with others""?",1.75,0.478713553878169,4,2,1,1
283,These team building exercises are getting cumbersome.,1.75,0.478713553878169,4,2,1,1
284,We'll show them what bureaucracy is.,1.75,0.2886751345948128,4,1,3,0
285,I preferred it when we could just fire a guy.,1.75,0.478713553878169,4,2,1,1
286,Did you see that strange lady on the elevator?,1.75,0.478713553878169,4,2,1,1
287,"Okay, this is good. We all have a handle on it now.",1.75,0.2886751345948128,4,1,3,0
288,The strategy is to draw this case out.,1.75,0.2886751345948128,4,1,3,0
289,"Well, it's not exactly a brief case.",1.75,0.478713553878169,4,2,1,1
290,"This draft might get through the House, but the Senate will find it too long.",1.75,0.2886751345948128,4,1,3,0
291,I'm wondering how brief this case is gonna be.,1.75,0.478713553878169,4,2,1,1
292,His last request was to be alphabetically archived.,1.75,0.478713553878169,4,2,1,1
293,First time as an Executive Pallbearer?,1.75,0.478713553878169,4,2,1,1
294,What's a computer?,1.75,0.478713553878169,4,2,1,1
295,"Glad you could join the firm. We needed a third hand,",1.75,0.478713553878169,4,2,1,1
296,Remember…tight on the left turns …and take it wide on the rights.,1.75,0.478713553878169,4,2,1,1
297,Sharing files was easier at my last job.,1.75,0.478713553878169,4,2,1,1
298,"""So this is what they meant by 'becoming a partner'?""'",1.75,0.2886751345948128,4,1,3,0
299,I still say we should not have brought the long form!,1.75,0.478713553878169,4,2,1,1
300,I'm so already over the sharing economy.,1.75,0.478713553878169,4,2,1,1
301,"Frankly, gentlemen, the prosecution is always tremendously intimidated by the size of my legal pads.",1.75,0.478713553878169,4,2,1,1
302,I think the benefits of file sharing were grossly exaggerated.,1.75,0.478713553878169,4,2,1,1
303,"If our seats are three across, we should be able to get some work done on the flight.",1.75,0.478713553878169,4,2,1,1
304,Fine next time you can have shotgun,1.6666666666666667,0.408248290463863,3,1,2,0
305,"""Briefs"", my ass!",1.6666666666666667,0.6666666666666666,3,2,0,1
306,I always thought 'the long arm of the law' was just a figure of speech.,1.6666666666666667,0.6666666666666666,3,2,0,1
307,If you weren't right handed we could get a nice cadence going.,1.6666666666666667,0.408248290463863,3,1,2,0
308,You get used to it after you've been job sharing a while.,1.6666666666666667,0.408248290463863,3,1,2,0
309,It's quite an honor to carry Mr. Trump's briefcase.,1.6666666666666667,0.6666666666666666,3,2,0,1
310,I'm just happy we're not sharing a brain.,1.6666666666666667,0.6666666666666666,3,2,0,1
311,I never understood purses.,1.6666666666666667,0.408248290463863,3,1,2,0
312,This wasn't my idea of a triumvirate.,1.6666666666666667,0.6666666666666666,3,2,0,1
313,'Who's turn to take it home tonight?',1.6666666666666667,0.408248290463863,3,1,2,0
314,I'll be so glad when the jury comes back on this nasty faulty ironing board liability case!,1.6666666666666667,0.6666666666666666,3,2,0,1
315,How do you always keep your end up?,1.6666666666666667,0.6666666666666666,3,2,0,1
316,"So, you're on the other side of the case now.",1.6666666666666667,0.6666666666666666,3,2,0,1
317,How did you get him in there?,1.6666666666666667,0.6666666666666666,3,2,0,1
318,This would be a lot easier if we carpooled too.,1.6666666666666667,0.6666666666666666,3,2,0,1
319,He insisted on a wide screen presentation.,1.6666666666666667,0.408248290463863,3,1,2,0
320,"When the boss said he had a big case for us, I thought he was talking legal.",1.6666666666666667,0.408248290463863,3,1,2,0
321,In this case size matter's.,1.6666666666666667,0.6666666666666666,3,2,0,1
322,Don't worry. This sharing economy is just a fad.,1.6666666666666667,0.6666666666666666,3,2,0,1
323,You've obviously never been an 'Express Rest' pall bearer before.,1.6666666666666667,0.6666666666666666,3,2,0,1
324,"I think too much emphasis is put on ""works well with others.""",1.6666666666666667,0.6666666666666666,3,2,0,1
325,Act nonchalant.,1.6666666666666667,0.408248290463863,3,1,2,0
326,Did you bring the key?,1.6,0.2449489742783177,5,2,3,0
327,I'm starting to think our life insurance pitch may be in bad taste.,1.6,0.3999999999999999,5,3,1,1
328,Do you think we're taking this car-pooling thing too far?,1.6,0.2449489742783177,5,2,3,0
329,They're right: our reimagining of the laptop has some obvious flaws.,1.6,0.2449489742783177,5,2,3,0
330,This job-sharing policy has gone a bit too far.,1.6,0.2449489742783177,5,2,3,0
331,"Don't forget, you're the one steering this bad boy.",1.6,0.3999999999999999,5,3,1,1
332,You think the prosecution is prepared for a lengthy case?,1.6,0.3999999999999999,5,3,1,1
333,I heard I'm getting promoted to front handle soon.,1.6,0.2449489742783177,5,2,3,0
334,Just sharing the workload,1.6,0.3999999999999999,5,3,1,1
335,"Todd wanted to let you know, he left a nice layer of palm sweat on that handle for you.",1.6,0.3999999999999999,5,3,1,1
336,"As you'll learn, we're all about collaboration here.",1.6,0.3999999999999999,5,3,1,1
337,You weren't kidding about a heavy caseload.,1.6,0.2449489742783177,5,2,3,0
338,Consultants need to make a really big first impression,1.6,0.3999999999999999,5,3,1,1
339,It feels wrong calling it a briefcase.,1.6,0.3999999999999999,5,3,1,1
340,We can handle this case together.,1.6,0.3999999999999999,5,3,1,1
341,This is not a very brief case...,1.6,0.3999999999999999,5,3,1,1
342,"From now on, I'm going to handle this case my way.",1.6,0.3999999999999999,5,3,1,1
343,We never speak of this again..,1.6,0.3999999999999999,5,3,1,1
344,Legal-sized paper is for wimps.,1.6,0.2449489742783177,5,2,3,0
345,Want to case-pool next week too?,1.6,0.3999999999999999,5,3,1,1
346,Some day I'll have my own bassoon.,1.6,0.2449489742783177,5,2,3,0
347,I think this job sharing thing has gotten out of hand.,1.6,0.3999999999999999,5,3,1,1
348,It's bad enough the company makes us share a room.,1.6,0.3999999999999999,5,3,1,1
349,"Remember, they have no evidence of collusion whatsoever.",1.6,0.3999999999999999,5,3,1,1
350,I've never been a pallbearer at a corporate funeral before.,1.6,0.3999999999999999,5,3,1,1
