rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
82,They're supposed to be great for your abs.,1.7916666666666667,0.1471857579489101,24,9,11,4
83,Stop or I'll squirt!,1.7916666666666667,0.1590183503523799,24,10,9,5
84,I say we dismount and run for it.,1.7916666666666667,0.1700294802514827,24,11,7,6
85,You're going nowhere!,1.7916666666666667,0.1803696553203627,24,12,5,7
86,Let's hope they don't decide to walk.,1.7916666666666667,0.1700294802514827,24,11,7,6
87,"Hurry up boys, recess is almost over.",1.7916666666666667,0.1471857579489101,24,9,11,4
88,"On the bright side, it looks like the law has also gone carbon neutral.",1.7826086956521738,0.1881522566863542,23,12,4,7
89,I told you we should have ridden the stick horses.,1.7826086956521738,0.177337820349206,23,11,6,6
90,They're gainin' on us!...We're losin' 'em!...They're gainin' on us!...We're losin' em!...They're gainin' on us!...,1.7826086956521738,0.177337820349206,23,11,6,6
91,"Actually, I hope they catch us soon. These splinters are killing me.",1.7826086956521738,0.177337820349206,23,11,6,6
92,"No, you grow up",1.7777777777777777,0.1343267832948864,27,10,13,4
93,Catch us?...you must be off your rocker!,1.7727272727272727,0.1602462685617281,22,9,9,4
94,They don't seem to be gaining on us!,1.7727272727272727,0.1461159206211053,22,8,11,3
95,This is definitely the last time we rob Toys 'R Us!,1.7727272727272727,0.1732278006468991,22,10,7,5
96,This is the last low-budget Western I'll work on.,1.7727272727272727,0.1732278006468991,22,10,7,5
97,Sheriff ain't you gettin a little old for this?,1.7692307692307692,0.1499506822278302,26,11,10,5
98,Once I get to the merry-go-round you'll never catch me.,1.7692307692307692,0.1499506822278302,26,11,10,5
99,I think we're takin' this PETA thing too far.,1.7692307692307692,0.1598816130063579,26,12,8,6
100,This is going nowhere.,1.7692307692307692,0.1598816130063579,26,12,8,6
101,I won't do timeout again!,1.7692307692307692,0.1598816130063579,26,12,8,6
102,I knew we shouldn't have robbed that piggy bank!,1.7692307692307692,0.1499506822278302,26,11,10,5
103,"Well, they did tell us it was a low-budget western.",1.7692307692307692,0.1692307692307692,26,13,6,7
104,Why are we holding onto our hats?,1.7692307692307692,0.1692307692307692,26,13,6,7
105,"O.K. it's been 30 minutes, can we be the sheriffs now?",1.761904761904762,0.1676839701110382,21,9,8,4
106,"If we get out of this one, I've robbed my last model train.",1.76,0.132664991614216,25,9,13,3
107,"Knock yourself out, Marshall--there ain't a playpen in this county can hold me.",1.76,0.1661324772583615,25,12,7,6
108,"If you think you can catch us , you'd have to be off your rocker.",1.76,0.1661324772583615,25,12,7,6
109,"Give it up, Sheriff--we've got a full-day's lead.",1.76,0.1446835627614047,25,10,11,4
110,This is my last low budget western.,1.76,0.132664991614216,25,9,13,3
111,We can go back n forth all day sheriff!,1.76,0.1446835627614047,25,10,11,4
112,We may have to just jump off and make a run for it!,1.76,0.1446835627614047,25,10,11,4
113,"This is absolutely the last script we let PETA review, deal?",1.76,0.1661324772583615,25,12,7,6
114,"If it weren't for that dang baby monitor, we'd be long gone.",1.76,0.1446835627614047,25,10,11,4
115,There seems to be a lot of back-and-forth going on here.,1.76,0.132664991614216,25,9,13,3
116,"Next time, I'm taking Uber.",1.75,0.1620744148285872,24,11,8,5
117,"Dag-nabit, Sheriff, I done tol' yew, I ain't in no horse thievin' profession, I'm just a hobby-ist.",1.75,0.1620744148285872,24,11,8,5
118,"Next time, you grab the cash and I'll get the horses!",1.75,0.1504823163572115,24,10,10,4
119,They're gaining on us Butch. I say we got another week.,1.75,0.1830696390820258,24,13,4,7
120,Keep going! They're getting splinters...,1.75,0.1504823163572115,24,10,10,4
121,I just heard a discouraging word.,1.75,0.1379193210918426,24,9,12,3
122,"Nope, they're still not gaining on us.",1.75,0.1379193210918426,24,9,12,3
123,I go back and forth on whether this was a good idea.,1.75,0.1504823163572115,24,10,10,4
124,It's OK...they haven't gained on us in an hour.,1.75,0.1620744148285872,24,11,8,5
125,No animals were harmed in the filming of this movie.,1.75,0.1728910187020311,24,12,6,6
126,I knew we shoulda stole them stick horses!,1.75,0.1728910187020311,24,12,6,6
127,"They're getting closer! No, wait, we're losing them! No, wait, they're getting closer again!",1.7407407407407407,0.1470758917280946,27,12,10,5
128,Mild West,1.7391304347826086,0.168900083946415,23,11,7,5
129,"Stop complaining, Tex. This is the life of a piggy bank robber.",1.7391304347826086,0.1567630989332169,23,10,9,4
130,"Told ya, we should've grabbed the pogo sticks instead!",1.7391304347826086,0.1802215512281106,23,12,5,6
131,Chase scenes haven't been the same since PETA got involved.,1.7391304347826086,0.1802215512281106,23,12,5,6
132,Lots' of gitty up but not much go!,1.7391304347826086,0.1291105373206409,23,8,13,2
133,Sometimes I feel like we're just going through the motions.,1.7391304347826086,0.1291105373206409,23,8,13,2
134,Looks like everyone's been hit by the budget cuts.,1.7307692307692308,0.1307692307692307,26,10,13,3
135,I shore will be glad when the horses' union settles their contract...!,1.7307692307692308,0.1524940584738385,26,12,9,5
136,This the the last time I make a movie funded by PETA.,1.7307692307692308,0.1622694085363768,26,13,7,6
137,I think we're getting a little old for this Sheriff!,1.7307692307692308,0.1524940584738385,26,12,9,5
138,Do you think we'll be charged as adults or juveniles?,1.7307692307692308,0.1524940584738385,26,12,9,5
139,They're gainin' on us...we're losin' em...they're gainin' on us...we're losin' em...,1.7307692307692308,0.1622694085363768,26,13,7,6
140,I'm getting too old for this.,1.7307692307692308,0.1184215716795434,26,9,15,2
141,"It was Monopoly money, get over it Tom.",1.7307692307692308,0.1420475793278414,26,11,11,4
142,We robbed a toy store. What's your excuse?,1.7307692307692308,0.1714884369969842,26,14,5,7
143,This Sheriff business has really become a younger man's game.,1.7307692307692308,0.1714884369969842,26,14,5,7
144,These chases just aren't the same since PETA took over the studio!,1.7272727272727273,0.1635882565168067,22,10,8,4
145,We give up! ... I got a sliver.,1.7272727272727273,0.1763239121594484,22,11,6,5
146,"They’re environmental-friendly, that’s why.",1.7272727272727273,0.1635882565168067,22,10,8,4
147,How was I supposed to know it was the mayor's binky?!,1.7272727272727273,0.1635882565168067,22,10,8,4
148,"Damn, we should have grabbed the pogo sticks!",1.7272727272727273,0.1345477945274463,22,8,12,2
149,These cutbacks are killing us,1.7272727272727273,0.1763239121594484,22,11,6,5
150,Dang! We just can't shake 'em!,1.72,0.1356465996625054,25,10,12,3
151,This isn't getting us anywhere.,1.72,0.1583245611605056,25,12,8,5
152,"I don't know how, but they're gaining on us.",1.72,0.1474222959166399,25,11,10,4
153,We keep going back and forth on this.,1.72,0.1356465996625054,25,10,12,3
154,"Butch, we're not exactly losing em, but they're not gaining either.",1.72,0.1583245611605056,25,12,8,5
155,Your right holding your hat does make it seem more real!,1.72,0.1474222959166399,25,11,10,4
156,This life of crime is getting us nowhere.,1.72,0.1356465996625054,25,10,12,3
157,"If you think you can catch us, lawman, you’re off your rocker!",1.72,0.1685229954635272,25,13,6,6
158,That's why they call me Billy the Kid.,1.72,0.1474222959166399,25,11,10,4
159,Screw the carbon footprint. I want a real horse.,1.72,0.1474222959166399,25,11,10,4
160,"C'mon guys, it's only Monopoly money.",1.72,0.1474222959166399,25,11,10,4
161,"When we get to town, we'll get fresh horses at the carousal.",1.72,0.1583245611605056,25,12,8,5
162,I'd rather die than go back to the playpen.,1.72,0.1781385228784985,25,14,4,7
163,How in hell can they be gaining on us?,1.72,0.1583245611605056,25,12,8,5
164,I ain't goin' back to the nursery.,1.72,0.1583245611605056,25,12,8,5
165,Dang! They're just toying with us now.,1.7142857142857142,0.1564921592871903,21,9,9,3
166,Tell me again how easy it'll be to rob a piggy bank.,1.7083333333333333,0.1408973141692084,24,10,11,3
167,This is the last time I do peyote right before a bank job.,1.7083333333333333,0.1646160075803407,24,12,7,5
168,"On the plus side, they don’t seem to be gaining on us.",1.7083333333333333,0.1273925615344142,24,9,13,2
169,I think our producer is running out of money.,1.7083333333333333,0.1532163227136512,24,11,9,4
170,"Calm down, Sheriff! It's just a hobby!",1.7083333333333333,0.1532163227136512,24,11,9,4
171,"They're gaining on us. Wait, we're losing them. Wait, they're gaining on us. Wait, we're losing them.",1.7083333333333333,0.1532163227136512,24,11,9,4
172,They never should have allowed that animal rights lawyer on the set.,1.7083333333333333,0.1646160075803407,24,12,7,5
173,"Don't worry, we'll loose 'em at the jungle gym.",1.7083333333333333,0.1532163227136512,24,11,9,4
174,Robbin' banks just ain't the same since PETA came along.,1.7037037037037035,0.1492126994321766,27,13,9,5
175,We're tired of being chased...we wanna wear the sheriff badges now.,1.7037037037037035,0.1171213948210511,27,10,15,2
176,They're gaining... they're losing... they're gaining...,1.6956521739130437,0.1714248888711576,23,12,6,5
177,No animals were harmed in the drawing of this cartoon,1.6956521739130437,0.1714248888711576,23,12,6,5
178,I sure hope this scene looks better in post-production.,1.6956521739130437,0.1594801660223874,23,11,8,4
179,You think this ridiculous? Wait until tomorrow when they shoot the river-crossing scene.,1.6956521739130437,0.1594801660223874,23,11,8,4
180,By now his pistol should be out of water.,1.6956521739130437,0.1714248888711576,23,12,6,5
181,"Oh, what I'd give for a stick horse right now.",1.6956521739130437,0.1465651874920091,23,10,10,3
182,I told you we should have gone for the pogo sticks!,1.6956521739130437,0.1594801660223874,23,11,8,4
183,What time did Mom say we had to be home for supper?,1.6923076923076923,0.1443204849176439,26,12,10,4
184,But it was just a piggy bank!,1.6923076923076923,0.1443204849176439,26,12,10,4
185,They're gaining on us. Head for the carousel!,1.6923076923076923,0.1546134710941675,26,13,8,5
186,I'm tempted just to get off and run.,1.6923076923076923,0.1546134710941675,26,13,8,5
187,All this back and forth is getting us nowhere!,1.6923076923076923,0.1332346775052982,26,11,12,3
188,Speeding? Seriously?,1.6923076923076923,0.1546134710941675,26,13,8,5
189,"To catch Billy the Kid, you have to think like Billy the Kid.",1.6923076923076923,0.1443204849176439,26,12,10,4
190,"You'll never take me before naptime, Sheriff.",1.6923076923076923,0.1211385826771047,26,10,14,2
191,"Dang, my water pistol's empty",1.6923076923076923,0.1546134710941675,26,13,8,5
192,We'll be outta town by bedtime.,1.6923076923076923,0.1332346775052982,26,11,12,3
193,We'll lose them at nap time.,1.6842105263157894,0.2030848579436882,19,11,3,5
194,"Suprisingly, loosing these guys isn't going to be child's play.",1.681818181818182,0.178817225561237,22,12,5,5
195,Damn these PETA westerns.,1.681818181818182,0.1662726550831916,22,11,7,4
196,We should have hopped on those paper airplanes.,1.681818181818182,0.1662726550831916,22,11,7,4
197,When can we stop for a juice box and a nap?,1.681818181818182,0.1662726550831916,22,11,7,4
198,We just can't lose them!,1.68,0.1380821011813865,25,11,11,3
199,Can't never send us back to the play pen!,1.68,0.1380821011813865,25,11,11,3
200,This is exactly the sort of thing I warned you about when we became piggy bank robbers.,1.68,0.1380821011813865,25,11,11,3
201,Guess it's time to find a new hobby.,1.68,0.1496662954709576,25,12,9,4
202,"No seriously, you'll never catch us.",1.68,0.1704894913672589,25,14,5,6
203,They're gaining on us!...never mind. They're gaining on us!...never mind.,1.68,0.1604161255402128,25,13,7,5
204,What if we jumped off and ran?,1.68,0.1380821011813865,25,11,11,3
205,When suburban mommas let their babies grow up to be cowboys...,1.68,0.1496662954709576,25,12,9,4
206,My mom wants to know if we want to have lunch after.,1.68,0.1704894913672589,25,14,5,6
207,We'll be okay so long as they don't dismount and start walking after us.,1.68,0.1604161255402128,25,13,7,5
208,The animal rights people are killing the West.,1.68,0.1496662954709576,25,12,9,4
209,"Watch out, the deputy's goin' for his cap gun!!",1.68,0.1604161255402128,25,13,7,5
210,So they never tire. There were other things you should have considered.,1.68,0.1604161255402128,25,13,7,5
211,We can't seem to shake them!,1.68,0.1704894913672589,25,14,5,6
212,"The good news is, they only have cap guns...",1.68,0.1496662954709576,25,12,9,4
213,Speeding? How fast were we going?,1.68,0.1496662954709576,25,12,9,4
214,They’re gaining on us! We’re losing ‘em! They’re gaining on us! We’re losing ‘em! They’re gaining on us! We’re losing ‘em! They’re gaining’ on us! We’re losing ‘em!,1.68,0.1604161255402128,25,13,7,5
215,They're gaining on us--now they're falling back....,1.68,0.1704894913672589,25,14,5,6
216,PETA has gained far too much influence.,1.68,0.1604161255402128,25,13,7,5
217,I think I know why this dude ranch was cheaper.,1.68,0.1604161255402128,25,13,7,5
218,That's the last time we knock over a piggy bank.,1.68,0.1496662954709576,25,12,9,4
219,Told you we should've taken an Uber!,1.68,0.1604161255402128,25,13,7,5
220,Ya'll ever feel like the conceptual potential of the cartoon we're trapped in is a bit limited?,1.68,0.1496662954709576,25,12,9,4
221,I think I just heard a discouraging word.,1.6666666666666667,0.1666666666666666,24,13,6,5
222,This is how the west was lost,1.6666666666666667,0.1307440900921227,27,12,12,3
223,Watch out! He's reaching for his water pistol!,1.6666666666666667,0.1432878256035158,24,11,10,3
224,Is this a game to you Sheriff?,1.6666666666666667,0.1554174680400522,24,12,8,4
225,All hobby and no horse.,1.6666666666666667,0.1554174680400522,24,12,8,4
226,Rock for the Border!,1.6666666666666667,0.1601281538050871,27,15,6,6
227,Now you know why they call me Billy the Kid,1.6666666666666667,0.1554174680400522,24,12,8,4
228,"I'm warnin' you, sheriff. We're both packin' squirt guns, and we're not afraid to use 'em.",1.6666666666666667,0.1300315829342489,24,10,12,2
229,This ain't rocker science.,1.6666666666666667,0.1666666666666666,24,13,6,5
230,Get us horses. You had one job Frank!,1.6666666666666667,0.1300315829342489,24,10,12,2
231,No horses were harmed in the making of this movie.,1.6666666666666667,0.1554174680400522,24,12,8,4
232,I'm beginning to think only the screen behind us is moving...,1.6666666666666667,0.1554174680400522,24,12,8,4
233,This is the lowest budget movie we've ever been in.,1.6666666666666667,0.1300315829342489,24,10,12,2
234,Not this old back and forth again!,1.6666666666666667,0.1554174680400522,24,12,8,4
235,"Keep rockin'! At this pace, they'll never catch up!",1.6666666666666667,0.1554174680400522,24,12,8,4
236,You think we should walk?,1.6666666666666667,0.1807753815155468,18,9,6,3
237,"Dang it Earl, this is the last time I rob a toy store with you.",1.6666666666666667,0.1432878256035158,24,11,10,3
238,"I get it, no animals were harmed in the making of this film.",1.6666666666666667,0.1509702712192794,27,14,8,5
239,We should have taken the pogo-sticks,1.6666666666666667,0.1554174680400522,24,12,8,4
240,Whaddaya mean Newton's Laws of Motion? We got enough trouble with the law already!,1.6666666666666667,0.1307440900921227,27,12,12,3
241,Keep goin' Bart! We'll lose 'em at nap time!,1.6666666666666667,0.1193524790065721,27,11,14,2
242,No animals will be harmed in the making of this film.,1.6666666666666667,0.1432878256035158,24,11,10,3
243,I hope you enjoy the thrill of the chase...this could go on for a while!,1.6666666666666667,0.1432878256035158,24,11,10,3
244,I'm totally going to Yelp this dude ranch!,1.6666666666666667,0.1554174680400522,24,12,8,4
245,I think we lost them – unless of course they ditch the horses and walk over to us,1.6666666666666667,0.1736626907505759,21,11,6,4
246,Not even the Coen brothers can save this film.,1.6666666666666667,0.1666666666666666,24,13,6,5
247,"""Again, how are these better than the real ones?!",1.6538461538461535,0.1563261648684736,26,14,7,5
248,I'll go left. You go right.,1.6538461538461535,0.1658758357911371,26,15,5,6
249,Shoot! They got them Amish Made ones.,1.6538461538461535,0.1563261648684736,26,14,7,5
250,How the West...ended in a tie.,1.6538461538461535,0.1658758357911371,26,15,5,6
251,This is the last time I'll work in a low-budget western.,1.6538461538461535,0.1352184294711303,26,12,11,3
252,Whose idea was it to rob FAO Schwarz?,1.6538461538461535,0.1749048769369549,26,16,3,7
253,The real criminals are the ones that sold us these horses.,1.6538461538461535,0.1563261648684736,26,14,7,5
254,The William Tell Overture again?!...Really?,1.6538461538461535,0.1563261648684736,26,14,7,5
255,That's the last time we rob a toy train.,1.6538461538461535,0.1352184294711303,26,12,11,3
256,I can't believe I let you talk me into holding up the Rocking Horse Ranch!,1.6538461538461535,0.1749048769369549,26,16,3,7
257,"I mean this quite literally, Sheriff. You'll never catch us!",1.6538461538461535,0.1352184294711303,26,12,11,3
258,"On the upside, they're not gaining on us.",1.6538461538461535,0.1563261648684736,26,14,7,5
259,"Eat my sawdust, law man!",1.6538461538461535,0.1563261648684736,26,14,7,5
260,Nobody makes the wild bunch eat their vegetables!,1.6521739130434785,0.173418268525536,23,13,5,5
261,Don't they get tired? Don't they get hungry?,1.6521739130434785,0.1616209351799278,23,12,7,4
262,I think we've given PETA too much control.,1.6521739130434785,0.1488917644414021,23,11,9,3
263,You're off your rocker if you think you can catch me.,1.6521739130434785,0.1349673603080148,23,10,11,2
264,Lucky for us there guns are made of wood too.,1.6521739130434785,0.1616209351799278,23,12,7,4
265,This film is way too low-budget!,1.6521739130434785,0.1488917644414021,23,11,9,3
266,We can't shake them. Who are those guys?,1.65,0.1817314386381004,20,11,5,4
267,They're gaining on us...they're not gaining on us...they're gaining on us...,1.64,0.1514375558880073,25,13,8,4
268,That's one rockin' posse!,1.64,0.1514375558880073,25,13,8,4
269,I wish they'd pursue other hobbies.,1.64,0.1620699437485762,25,14,6,5
270,"Speed up the scenery, they're gaining on us!",1.64,0.1620699437485762,25,14,6,5
271,"Give up already, Kasich...it's a two-horse race now!",1.64,0.1514375558880073,25,13,8,4
272,"You know, Tex, this class fulfills my inner cowboy in a way that SoulCycle never did.",1.64,0.1720465053408525,25,15,4,6
273,"So this is what my agent meant by ""low budget western""!",1.64,0.1514375558880073,25,13,8,4
274,"We're losing 'em, they're gaining on us, we're losin' em...",1.64,0.1620699437485762,25,14,6,5
275,I've been in low budget westerns before but this is ridiculous.,1.64,0.14,25,12,10,3
276,You ain't ever heard of the mild mild west?,1.64,0.14,25,12,10,3
277,You'll never catch us before nap time!,1.64,0.14,25,12,10,3
278,"Stop! Or we will, we will, rock you.",1.64,0.1514375558880073,25,13,8,4
279,That's the LAST time we rent from PETA!,1.64,0.1514375558880073,25,13,8,4
280,We’re getting nowhere fast!!!,1.64,0.1514375558880073,25,13,8,4
281,The good news is they are not gaining on us.,1.64,0.14,25,12,10,3
282,"Next time, let's pay for a better dude ranch.",1.64,0.1620699437485762,25,14,6,5
283,"Faster, Rocky! He's reaching for his pop-gun!",1.64,0.14,25,12,10,3
284,"You know this is only a hobby, right?",1.64,0.1275408431313933,25,11,12,2
285,"Yeah, well ours don't have to stop for water either!",1.64,0.14,25,12,10,3
286,I've got an idea. Let's go on foot.,1.64,0.14,25,12,10,3
287,I knew robbing that piggy bank was a mistake!,1.64,0.1275408431313933,25,11,12,2
288,"I say we ride 'til sundown, set up camp and git into our jammies fer the night.",1.64,0.1275408431313933,25,11,12,2
289,"Who ARE these guys? No matter what we do, we can't lose 'em, Butch!",1.64,0.1620699437485762,25,14,6,5
290,"Welcome to the mild, mild West!",1.64,0.1514375558880073,25,13,8,4
291,You're off your rocker if you think you're ever going to catch us.,1.64,0.1720465053408525,25,15,4,6
292,Quit whining--Plan B was the carousel.,1.64,0.1514375558880073,25,13,8,4
293,They're gaining on us! -we're getting away! -they're gaining on us! -we're getting away!,1.6363636363636365,0.168330927231373,22,12,6,4
294,I hope this looks better in post-production.,1.6363636363636365,0.1549396551356994,22,11,8,3
295,Them varmints are gonna catch us before nap time.,1.6363636363636365,0.1549396551356994,22,11,8,3
296,Who's idea was it to rustle the day care center!?,1.6363636363636365,0.168330927231373,22,12,6,4
297,Ain't nobody gonna put me back in a time out!,1.6296296296296295,0.1700355932920429,27,17,3,7
298,Darn I think my horse just threw a screw,1.6296296296296295,0.1323483720722157,27,13,11,3
299,The seldom heard discouraging word is splinters.,1.6296296296296295,0.1523617317050818,27,15,7,5
300,They looked real online.,1.6296296296296295,0.1323483720722157,27,13,11,3
301,It's the sheriff from Toys R Us.,1.6296296296296295,0.1323483720722157,27,13,11,3
302,"No, seriously. You're never going to catch us.",1.6296296296296295,0.1427063223517742,27,14,9,4
303,Those animal rights activists are ruining the movies.,1.6296296296296295,0.1614407016126175,27,16,5,6
304,"You can rock, but you can't hide.",1.6296296296296295,0.1523617317050818,27,15,7,5
305,"If you think you're gonna catch us, you're off your rockers!",1.625,0.1571081506940131,24,13,7,4
306,"Give up Marshall, we've got a head start!",1.625,0.1571081506940131,24,13,7,4
307,I knew it was a bad idea to let horses into the Actors Guild.,1.625,0.1571081506940131,24,13,7,4
308,Am I off my rocker or are they gaining on us?,1.625,0.1682443443931767,24,14,5,5
309,We told you no nursery can hold us!,1.625,0.1682443443931767,24,14,5,5
310,"C'mon, all this over a piggy bank!",1.625,0.1320476966966806,24,11,11,2
311,We're in trouble Sam. They've got clearly superior carpentry.,1.625,0.1571081506940131,24,13,7,4
312,Ever feel like your gettin nowhere FAST?!,1.625,0.1175304462558593,24,10,13,1
313,To the nursery!,1.625,0.1571081506940131,24,13,7,4
314,"Call me a pessimist, but at this rate, I don't think we'll lose them.",1.625,0.1451198904654205,24,12,9,3
315,I'll be glad when this horses strike is over!,1.625,0.1451198904654205,24,12,9,3
