rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
88,"Where’s the thrill, Bob? Where’s the excitement?",2.0,0.408248290463863,4,1,2,1
89,I wish there were a way to block everything out of my head.,2.0,0.4472135954999579,5,2,1,2
90,One lump or two...,2.0,0.3162277660168379,5,1,3,1
91,Did we forget to tip the last time we were here?,2.0,0.5773502691896257,4,2,0,2
92,I'm headed for the graveyard shift,2.0,0.5773502691896257,4,2,0,2
93,"'So I said to my insurance agent, What are the odds of THAT happening?'",2.0,0.408248290463863,4,1,2,1
94,"The problem is that idealists like you, Walter, seldom offer a single, concrete idea.",2.0,0.5773502691896257,4,2,0,2
95,"i think my smart watch is broken, it just says duck",2.0,0.408248290463863,4,1,2,1
96,Duck? Yeah--It's excellent here.,2.0,0.408248290463863,4,1,2,1
97,You never look at me anymore when I'm talking to you.,2.0,0.408248290463863,4,1,2,1
98,Quick question: any last words?,2.0,0.5773502691896257,4,2,0,2
99,"""Do you think it's risky if I blow off the block party?",2.0,0.5773502691896257,4,2,0,2
100,Do we have time for dessert?,2.0,0.408248290463863,4,1,2,1
101,``Sorry if I sound negative. Things are actually going pretty good.'',2.0,0.5773502691896257,4,2,0,2
102,Before I tell you where I buried the treasure....,2.0,0.408248290463863,4,1,2,1
103,Pass the mortar.,2.0,0.5773502691896257,4,2,0,2
104,It all makes sense now.,2.0,0.5773502691896257,4,2,0,2
105,One last thought...,2.0,0.408248290463863,4,1,2,1
106,This French Onion soup will be the death of me.,2.0,0.5773502691896257,3,1,1,1
107,"I took care of the bricklayers union, no prob",2.0,0.2886751345948128,4,0,4,0
108,Uhhh...forget the WRITER'S block...,2.0,0.5773502691896257,4,2,0,2
109,"Sales are down, but its not like the roofs caving in",2.0,0.408248290463863,4,1,2,1
110,"Oddly enough, we finished the building with a few materials unaccounted for.",2.0,0.408248290463863,4,1,2,1
111,I want your honest opinion. Do you think I'm paranoid?,2.0,0.408248290463863,4,1,2,1
112,You got any aspirin? I feel a massive headache coming on.,2.0,0.408248290463863,4,1,2,1
113,And since I'm the only one who knows your little secret...,2.0,0.5773502691896257,3,1,1,1
114,I've decided to apologize to Putin.,2.0,0.5773502691896257,3,1,1,1
115,"Well, I'm voting for Trump.",2.0,0.5773502691896257,4,2,0,2
116,"""Impactful?"" What does that even mean?",2.0,0.5773502691896257,4,2,0,2
117,"Decent offer, but the horoscope today said I should be more hardheaded.",2.0,0.5773502691896257,3,1,1,1
118,Do you think I was too hard on the waitress?,2.0,0.2886751345948128,4,0,4,0
119,"Tip? I've been coming here 10 years, this exact seat - never tipped.",2.0,0.5773502691896257,3,1,1,1
120,My doctor says caffeine will kill me. I think he's wrong.,2.0,0.4472135954999579,5,2,1,2
121,And the last thing I want to say is ...,2.0,0.5773502691896257,3,1,1,1
122,"Seriously, can you think of anything less likely than Donald Trump becoming President?",2.0,0.5773502691896257,3,1,1,1
123,Mind not drumming your fingers on the table like that? Going to give me a headache.,2.0,0.2886751345948128,4,0,4,0
124,I'm having the Special,2.0,0.5773502691896257,4,2,0,2
125,"Listen, life insurance is obsolete.",2.0,0.408248290463863,4,1,2,1
126,I don't think they serve duck here...,2.0,0.408248290463863,4,1,2,1
127,I think my wife is having an affair with a mason...,2.0,0.408248290463863,4,1,2,1
128,It's the overhead that's gonna kill me,2.0,0.408248290463863,4,1,2,1
129,I'm serious-- that fast food is going to kill you.,2.0,0.408248290463863,4,1,2,1
130,I always take one lump with my coffee.,2.0,0.3162277660168379,5,1,3,1
131,Don't move.,2.0,0.5773502691896257,4,2,0,2
132,No. I don't believe I care for duck.,2.0,0.408248290463863,4,1,2,1
133,...and the overhead could kill us.,2.0,0.408248290463863,4,1,2,1
134,O.K.....I'll pick up the tab next time.,2.0,0.5773502691896257,4,2,0,2
135,Shouldn't we both be concerned about overhead?,2.0,0.2886751345948128,4,0,4,0
136,"Sure, we can leave anytime. Why?",2.0,0.408248290463863,4,1,2,1
137,Let me give you a concrete example.,2.0,0.5773502691896257,3,1,1,1
138,The next one's on you.,2.0,0.5773502691896257,4,2,0,2
139,I'm probably just being paranoid.,2.0,0.5773502691896257,3,1,1,1
140,"My life's never been better, but I'm just worried other shoe's going to drop.",2.0,0.5773502691896257,3,1,1,1
141,Don't you know that stuff will kill you?,2.0,0.408248290463863,4,1,2,1
142,My eyes are down here.,2.0,0.408248290463863,4,1,2,1
143,I should have ordered something lighter.,2.0,0.408248290463863,4,1,2,1
144,I'm proud to say I got this place built three months ahead of schedule and at thirty-five percent below budget.,2.0,0.408248290463863,4,1,2,1
145,My doctor told me to stop worrying.,2.0,0.408248290463863,4,1,2,1
146,It's good to be alive.,2.0,0.5773502691896257,4,2,0,2
147,"Downsized from work, Jill wants a divorce... It makes you wonder what might be next.",2.0,0.408248290463863,4,1,2,1
148,I'm thinking about cutting back on the caffeine.,2.0,0.5773502691896257,4,2,0,2
149,How does my hair look?,1.8,0.4898979485566356,5,3,0,2
150,MetLife. Why do you ask?,1.8,0.3741657386773941,5,2,2,1
151,They were out of donuts. How can this day get any worse?,1.8,0.3741657386773941,5,2,2,1
152,I just finally feel like things are becoming more concrete.,1.8,0.2236067977499789,5,1,4,0
153,I don't know what to do - she just keeps dropping these things on me out of nowhere.,1.8,0.3741657386773941,5,2,2,1
154,I'd give anything to get out of this project.,1.8,0.3741657386773941,5,2,2,1
155,"... but all in all, I have to say that things are looking up.",1.8,0.3741657386773941,5,2,2,1
156,"I'm gonna need you to be my eyes and ears on this one, Bill.",1.8,0.3741657386773941,5,2,2,1
157,"Yes, it was a little strange last night. All the fortune cookie said was, ""Look Up!!""",1.8,0.4898979485566356,5,3,0,2
158,"What do ya mean, ""Problem solved""?",1.8,0.3741657386773941,5,2,2,1
159,So where are we at in our lawsuit against Looney Tunes?,1.8,0.3741657386773941,5,2,2,1
160,"Like you said, it happens.",1.8,0.4898979485566356,5,3,0,2
161,"I could swear I saw my first wife, in a hard hat, go upstairs.",1.8,0.3741657386773941,5,2,2,1
162,At least I have my health.,1.8,0.3741657386773941,5,2,2,1
163,"I forgot to mention, I sign the life insurance papers tomorrow.",1.8,0.3741657386773941,5,2,2,1
164,There's something I've been meaning to tell you.,1.8,0.4898979485566356,5,3,0,2
165,"No really, I have the worst luck.",1.8,0.3741657386773941,5,2,2,1
166,"I was just fired , now what?",1.8,0.4898979485566356,5,3,0,2
167,...interesting question... is there anything super quick to do on my bucket list...,1.8,0.4898979485566356,5,3,0,2
168,My wife's latest hobby has been estate planning.,1.8,0.4898979485566356,5,3,0,2
169,I feel more validated now that my wife increased my life insurance.,1.8,0.3741657386773941,5,2,2,1
170,"Then she said, ""You're always so clueless.""",1.8,0.4898979485566356,5,3,0,2
171,Sometimes I think things can't get any worse.,1.8,0.3741657386773941,5,2,2,1
172,You might want to move your cell phone.,1.8,0.2236067977499789,5,1,4,0
173,They take it personal if you don't leave a big enough tip,1.8,0.2236067977499789,5,1,4,0
174,Nothing wakes me up like that first cup of coffee.,1.8,0.3741657386773941,5,2,2,1
175,"It's more than a job. For me, risk management is a calling.",1.8,0.3741657386773941,5,2,2,1
176,They promised a counter offer before noon.,1.8,0.3741657386773941,5,2,2,1
177,"...So after two disastrous marriages, my job being terminated and the BMW being totaled, I think I'm finally out of the woods...",1.8,0.4898979485566356,5,3,0,2
178,"Just once I'd like to receive a ""heads up"" about something ahead of time.",1.8,0.3741657386773941,5,2,2,1
179,I'll get the check!,1.8,0.4898979485566356,5,3,0,2
180,It's time you quit interrupting me.,1.8,0.4898979485566356,5,3,0,2
181,That's my final offer!,1.8,0.3741657386773941,5,2,2,1
182,I swear that this is the last day I am eating here.,1.8,0.4898979485566356,5,3,0,2
183,I think the management welcomed my criticism of the macchiato.,1.8,0.3741657386773941,5,2,2,1
184,"Well, Richard, it looks like I actually won’t be firing you today.",1.8,0.3741657386773941,5,2,2,1
185,"I built this place for $200,000 under our bid.",1.8,0.3741657386773941,5,2,2,1
186,The coffee here is to die for.,1.8,0.3741657386773941,5,2,2,1
187,So I can finally enjoy a nice restaurant for lunch now that I've cancelled my life insurance premium.,1.8,0.3741657386773941,5,2,2,1
188,Why are you surprised I fired that coyote from the ACME group.,1.8,0.3741657386773941,5,2,2,1
189,I heard this place is known for its flat white.,1.8,0.4898979485566356,5,3,0,2
190,I hear too much caffeine can kill you.,1.8,0.3741657386773941,5,2,2,1
191,"I'm not so sure ""getting them to pay for that wall"" was such a good idea.",1.75,0.478713553878169,4,2,1,1
192,I pray to God someone cures my migraine.,1.75,0.478713553878169,4,2,1,1
193,Then I told my agent that I need more life insurance like I need a hole in the head.,1.75,0.2886751345948128,4,1,3,0
194,I told the barista to surprise me,1.75,0.478713553878169,4,2,1,1
195,This building is my legacy.,1.75,0.478713553878169,4,2,1,1
196,I just came back from my annual check up ..doc says i'll live to be a hundred.,1.75,0.2886751345948128,4,1,3,0
197,I don't think you fully grasp the gravity of the situation.,1.75,0.478713553878169,4,2,1,1
198,Let me think about that for a minute.,1.75,0.478713553878169,4,2,1,1
199,So I skip the tip and tell her she's one brick shy of a load.,1.75,0.478713553878169,4,2,1,1
200,I have discovered the identity of God and the true meaning of life in...,1.75,0.478713553878169,4,2,1,1
201,I can't believe this. I asked for two lumps with my coffee.,1.75,0.478713553878169,4,2,1,1
202,"Ironically, I feel a great weight has been lifted from me.",1.75,0.478713553878169,4,2,1,1
203,This place never fails to surprise you.,1.75,0.478713553878169,4,2,1,1
204,"Just once, I wish a lunch meeting would end with something concrete.",1.75,0.478713553878169,4,2,1,1
205,You move! I'm perfectly comfortable.,1.75,0.478713553878169,4,2,1,1
206,"I just read that gravity is just a scientific theory, not an actual law.",1.75,0.478713553878169,4,2,1,1
207,"Maybe I'm too optimistic, but I feel like that dark cloud over my head has finally left.",1.75,0.478713553878169,4,2,1,1
208,"No, not writer's block, I think it's something else.",1.75,0.2886751345948128,4,1,3,0
209,What's the worst-case scenario?,1.75,0.2886751345948128,4,1,3,0
210,They say coffee's actually good for you -- it's the sugar you have to watch out for.,1.75,0.478713553878169,4,2,1,1
211,Losing that client isn't the end of the world.,1.75,0.478713553878169,4,2,1,1
212,"So she says, 'one lump or two?'",1.75,0.478713553878169,4,2,1,1
213,I'd give anything not to have to go back to the office.,1.75,0.478713553878169,4,2,1,1
214,I love this place. Everything’s half off during the remodel.,1.75,0.2886751345948128,4,1,3,0
215,Life is...,1.75,0.478713553878169,4,2,1,1
216,Finally signed the will yesterday.,1.75,0.478713553878169,4,2,1,1
217,Either I get a concrete proposal from these guys or I'm out!,1.75,0.2886751345948128,4,1,3,0
218,An extra coffee break never killed anyone.,1.75,0.478713553878169,4,2,1,1
219,We need a blockbuster.,1.75,0.478713553878169,4,2,1,1
220,I can't believe you use artificial sweetener. That stuff will kill you.,1.75,0.2886751345948128,4,1,3,0
221,My best ideas hit me like a ton of bricks.,1.75,0.478713553878169,4,2,1,1
222,"Fortunately, she seems very amicable about the divorce.",1.75,0.478713553878169,4,2,1,1
223,Thanks again for changing seats with me.,1.75,0.478713553878169,4,2,1,1
224,"As long as there's no second panel, I'll be fine.",1.75,0.2886751345948128,4,1,3,0
225,"I'm serious, Bob, I think someone's trying to kill me.",1.75,0.2886751345948128,4,1,3,0
226,I wish my luck would change,1.75,0.478713553878169,4,2,1,1
227,I'd better be getting home before it rains.,1.75,0.478713553878169,4,2,1,1
228,Damn! She made my skinny latte with 2%.,1.75,0.478713553878169,4,2,1,1
229,"I know that worried look, Fred, but save it for after lunch, okay?",1.75,0.478713553878169,4,2,1,1
230,You can only imagine the stress that I'm under.,1.75,0.478713553878169,4,2,1,1
231,"What, like another cup of coffee's gonna kill me?",1.75,0.2886751345948128,4,1,3,0
232,"For the first time in my life, I'm in love.",1.75,0.478713553878169,4,2,1,1
233,It can't get any worse!,1.75,0.2886751345948128,4,1,3,0
234,I'm wondering what will hit next.,1.75,0.2886751345948128,4,1,3,0
235,32 feet per second per second. Why?,1.75,0.478713553878169,4,2,1,1
236,"And today, I pick up my big fat Lotto check.",1.75,0.2886751345948128,4,1,3,0
237,"Oh, don't worry about it. My horoscope says today's my lucky day!",1.75,0.2886751345948128,4,1,3,0
238,Couldn't you be more concrete,1.75,0.478713553878169,4,2,1,1
239,Something tells me I'm not gonna make partner.,1.75,0.2886751345948128,4,1,3,0
240,"Don't worry, this one's on me.",1.75,0.478713553878169,4,2,1,1
241,"We've come up with some preliminary ideas, but nothing concrete, yet.",1.75,0.478713553878169,4,2,1,1
242,"I eat sensibly, I don't smoke or drink, and I have the blood pressure and metabolism of a teen-ager.",1.75,0.2886751345948128,4,1,3,0
243,I feel like I'm in a loony tunes cartoon.,1.75,0.2886751345948128,4,1,3,0
244,"The contracts are signed, what can possibly go wrong?",1.75,0.478713553878169,4,2,1,1
245,"So I decided to rebuild my life, brick by br —",1.75,0.478713553878169,4,2,1,1
246,I think the worst is over.,1.75,0.478713553878169,4,2,1,1
247,I'm not leaving a tip. Karma shmarma.,1.75,0.478713553878169,4,2,1,1
248,"Accident insurance, why do you ask?",1.75,0.478713553878169,4,2,1,1
249,"Well, God strike me down if I'm wrong, but I think he really will make America great again.",1.75,0.478713553878169,4,2,1,1
250,JUST SIGN IT.,1.75,0.2886751345948128,4,1,3,0
251,What did you order for dessert?,1.75,0.478713553878169,4,2,1,1
252,"All I know is that between getting fired and Mary leaving me, I don't think I can handle another crushing blow.",1.75,0.478713553878169,4,2,1,1
253,just give me something concrete to go on...,1.75,0.478713553878169,4,2,1,1
254,It's all about knowing when the next big thing is gonna hit.,1.75,0.478713553878169,4,2,1,1
255,"If I don't cement this deal soon, my boss will knock my block off!",1.75,0.478713553878169,4,2,1,1
256,"So anyway, my point is, you are the master of your fate.",1.75,0.2886751345948128,4,1,3,0
257,"..she says she will build one. He says he won't build one. But I tell ya, what we really need, is a sign from above.",1.75,0.2886751345948128,4,1,3,0
258,There was something in today's horoscope that I definitely don't understand.,1.75,0.478713553878169,4,2,1,1
259,I never tip here,1.75,0.2886751345948128,4,1,3,0
260,Maybe you're right. Maybe I should stop being so pessimistic.,1.75,0.2886751345948128,4,1,3,0
261,If only God would give me a sign that I'm doing the right thing...,1.75,0.478713553878169,4,2,1,1
262,Last night I solved the Goldbach conjecture.,1.75,0.478713553878169,4,2,1,1
263,It's gonna be an Excedrin kind of day.,1.75,0.478713553878169,4,2,1,1
264,We were lucky to get a table.,1.75,0.478713553878169,4,2,1,1
265,"I'm sorry Bill, there's just no openings right now at the firm",1.75,0.478713553878169,4,2,1,1
266,No one EVER notices the severed finger on the table...,1.75,0.478713553878169,4,2,1,1
267,What I'm about to tell you will change the world.,1.75,0.478713553878169,4,2,1,1
268,I've been lucky. I've never experienced writer's block.,1.75,0.478713553878169,4,2,1,1
269,"Which is the better deal, term insurance or whole life?",1.75,0.478713553878169,4,2,1,1
270,"Grow up Johnson, I'm not falling for that old, made you look, made you look gag",1.75,0.478713553878169,4,2,1,1
271,I'd give anything to not have to go back to work today.,1.75,0.2886751345948128,4,1,3,0
272,"Things are looking up, Bob. I've finally gotten over the divorce, the cancer is in remission, and I've had some very promising job interviews.",1.75,0.478713553878169,4,2,1,1
273,At least I've still got my faith.,1.75,0.2886751345948128,4,1,3,0
274,"So, how do you like the Karma Cafe?",1.75,0.478713553878169,4,2,1,1
275,Can you believe it ... fired before lunch. How can today get any worse?,1.75,0.2886751345948128,4,1,3,0
276,Do you hear a slide whistle?,1.75,0.478713553878169,4,2,1,1
277,I think we are getting a gentle hint to vacate the table!,1.75,0.478713553878169,4,2,1,1
278,The coffee at this place is to die for.,1.75,0.478713553878169,4,2,1,1
279,Thank you for making me your beneficiary,1.75,0.478713553878169,4,2,1,1
280,"Yes, I think she took it pretty well, but you know Marcie, it is hard to read her face at the best of times",1.75,0.478713553878169,4,2,1,1
281,I call tails,1.75,0.2886751345948128,4,1,3,0
282,I ordered the chef's surprise whatever that is.,1.75,0.2886751345948128,4,1,3,0
283,I mean... put yourself in my place.,1.75,0.478713553878169,4,2,1,1
284,"Duck? No, I'm leaning toward the chicken.",1.75,0.2886751345948128,4,1,3,0
285,I can't see how this day could possibly get any worse.,1.75,0.2886751345948128,4,1,3,0
286,"When she left this morning I asked myself: ""what could be worse ?""",1.75,0.478713553878169,4,2,1,1
287,Karma schmarma.,1.75,0.478713553878169,4,2,1,1
288,What on Earth did you say to that coyote?,1.75,0.478713553878169,4,2,1,1
289,I really hope something comes my way soon.,1.75,0.478713553878169,4,2,1,1
290,The way things have gone for me lately I don’t see how there could be anything bad left to happen to me.,1.75,0.478713553878169,4,2,1,1
291,I always sit here. It's my lucky table.,1.75,0.478713553878169,4,2,1,1
292,You will not believe the week I've had.,1.75,0.478713553878169,4,2,1,1
293,"Normally, I wouldn't be caught dead in a place like this!",1.75,0.2886751345948128,4,1,3,0
294,My wife is dating a contractor.,1.75,0.478713553878169,4,2,1,1
295,I'm gonna be crushed if I don't get that promotion.,1.75,0.2886751345948128,4,1,3,0
296,Ever get the feeling that it's just going to be one of those days?,1.75,0.478713553878169,4,2,1,1
297,And I told that Fortune Teller that I wasn't going to pay her because it was imposs....,1.75,0.478713553878169,4,2,1,1
298,"My investments are up, my cholesterol is down... things are starting to fall into place.",1.75,0.478713553878169,4,2,1,1
299,Any idea why they call it “The Sadist’s Surprise Café”?,1.75,0.478713553878169,4,2,1,1
300,"Yeah, but moving is such a headache.",1.75,0.478713553878169,4,2,1,1
301,I didn't tip the barista. Why do you ask?,1.75,0.2886751345948128,4,1,3,0
302,"The thing is, people never think about infrastructure until it impacts them directly.",1.75,0.478713553878169,4,2,1,1
303,I switched to decaf for my health.,1.75,0.478713553878169,4,2,1,1
304,"For once, give me something concrete.",1.75,0.478713553878169,4,2,1,1
305,"my attorney guarantees a simple, concrete solution",1.75,0.478713553878169,4,2,1,1
306,Why do you insurance guys always end up talking about risk and prudent planning ?,1.75,0.478713553878169,4,2,1,1
307,Trump is the future.,1.75,0.478713553878169,4,2,1,1
308,Did I tell you I finally paid off my student loans?,1.75,0.478713553878169,4,2,1,1
309,Just once I wish you'd let me have the last word,1.75,0.2886751345948128,4,1,3,0
310,"Mark my words, all this doomsday talk just has to stop.",1.75,0.478713553878169,4,2,1,1
311,I'll sign power of attorney over to you when we get back to the office.,1.75,0.2886751345948128,4,1,3,0
312,What do I have to do to get you to look at me when I'm talking?,1.75,0.478713553878169,4,2,1,1
313,You wouldn't believe my luck lately.,1.75,0.478713553878169,4,2,1,1
314,I never tip here. Why do you ask?,1.75,0.2886751345948128,4,1,3,0
315,"I mean, this day just can't get any worse.",1.75,0.2886751345948128,4,1,3,0
316,My new will leaves everything to the Mason Beneficial Society.,1.75,0.478713553878169,4,2,1,1
317,Do you want to know what my horoscope said today?,1.75,0.478713553878169,4,2,1,1
318,"""Raindrops Keep Falling on my Head"" -- that song is driving me crazy.",1.75,0.478713553878169,4,2,1,1
319,Im sorry our cutbacks at OSHA affected you.,1.75,0.478713553878169,4,2,1,1
320,"Boy, I wish this day would end already.",1.75,0.478713553878169,4,2,1,1
321,"I've got the check, Doug.",1.75,0.478713553878169,4,2,1,1
322,My broker says the bad news is finally behind us.,1.75,0.478713553878169,4,2,1,1
323,Is it bigger than a breadbox?,1.75,0.478713553878169,4,2,1,1
324,"So you're not laying me off, after all?",1.75,0.478713553878169,4,2,1,1
325,"Nice try, Jeff. April fool.",1.75,0.478713553878169,4,2,1,1
326,"And then it hit me, the meaning of life is...",1.75,0.478713553878169,4,2,1,1
327,"Next time, my treat.",1.75,0.478713553878169,4,2,1,1
328,Ever have one of those days?,1.75,0.478713553878169,4,2,1,1
329,"No, theoretical physics will have a much greater impact than applied physics.",1.75,0.478713553878169,4,2,1,1
330,They know me here. I don't even bother to tip anymore.,1.75,0.2886751345948128,4,1,3,0
331,I think my wife is cheating on me.,1.75,0.478713553878169,4,2,1,1
332,Why the long face?,1.75,0.478713553878169,4,2,1,1
333,Could you provide me with something more concrete?,1.75,0.478713553878169,4,2,1,1
334,"It's been such a good week, I keep looking over my shoulder.",1.75,0.478713553878169,4,2,1,1
335,Hypotheticals won't work here. The boss wants something concrete.,1.75,0.478713553878169,4,2,1,1
336,And that's my final word on the subject!,1.75,0.478713553878169,4,2,1,1
337,I need for you to understand that I'm running out of time.,1.75,0.478713553878169,4,2,1,1
338,"You know, it still hasn't hit me that I won the lottery this morning.",1.75,0.478713553878169,4,2,1,1
339,I would have settled for the other shoe.,1.75,0.478713553878169,4,2,1,1
340,I think you should cancel your 2 o'clock.,1.75,0.478713553878169,4,2,1,1
341,"Yes, my name is Chick Little, why do you ask?",1.75,0.478713553878169,4,2,1,1
342,Today I decided to start working out.,1.75,0.478713553878169,4,2,1,1
